1.000000 1.000000
0.115385 0.833333
0.115385 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.076923 0.833333
0.115385 0.833333
0.076923 0.833333
0.076923 0.791667
0.076923 0.791667
0.076923 0.791667
0.242424 0.409091
