7.6171827e-01 3.0444382e-02 -7.0671760e-02 3.7043318e-02 4.5051184e-02 1.6157459e-02 5.6216574e-01 -4.3966249e-02 2.5289839e-02 -2.1511491e-02 -1.2201308e-01 -2.5489381e-02 -7.9071507e-02 -1.9782232e-02 -2.4319790e-01 -1.5578208e-02
-1.9486763e-02 -8.9079887e-02 -2.9937288e-02 5.8971983e-03 -6.1659425e-02 2.2660244e-02 4.9623776e-02 2.3713470e-02 -2.8486267e-02 3.6910161e-02 2.8136574e-02 -2.1989004e-01 1.6482875e-02 -1.9583194e-02 4.0849742e-02 1.6961800e-01
-1.9113621e-02 -6.2501512e-02 -8.8906549e-03 -3.4352455e-02 1.9642442e-02 7.4401088e-02 5.6667309e-02 4.2623177e-01 4.0982994e-01 3.8481348e-03 -4.3264572e-03 -5.8183634e-01 -4.6668645e-02 -1.6832558e-02 7.3982894e-02 -4.2649993e-01
-4.2620855e-03 9.7559236e-02 1.0025477e-01 5.8276627e-02 4.0870570e-03 -3.1913522e-01 -1.5651514e-01 1.3326760e-02 6.0955562e-02 -5.1438786e-02 8.3231024e-02 -1.0146569e-01 4.2658538e-01 -1.4303923e-01 -3.5429615e-01 -1.0832984e-01
-5.2334017e-05 -4.6342236e-04 -1.3640146e-04 3.5736003e-04 7.7041259e-05 -6.8713998e-05 1.6270966e-04 -1.8162538e-05 -7.0149203e-05 -4.4783669e-06 2.0211801e-06 1.8743332e-04 -1.7190898e-04 -2.1013258e-04 2.1279011e-05 7.5608943e-05
2.3840268e-01 -7.5488545e-02 -4.2960575e-01 -2.4601431e-01 -2.2417700e-02 -1.3952717e-01 -1.9563061e-01 -6.4042835e-03 -1.9520795e-02 -1.3249181e-01 -3.6335105e-01 -1.5941309e-02 2.4253683e-01 -2.4634752e-01 1.7612079e-01 1.8589792e-04
-2.7112978e-22 -7.3594746e-23 -1.8657540e-22 -1.2037519e-22 -1.7520793e-23 1.5238127e-22 -1.5820552e-22 2.8129811e-22 -5.0072266e-22 7.6432317e-22 -4.5934525e-22 3.7789257e-22 2.8491652e-22 2.6541062e-22 -2.9210038e-22 3.9468743e-22
7.0091188e-02 1.4212428e-01 -2.7603433e-01 -4.2704251e-02 1.1950809e-02 -3.7977871e-01 1.0239466e-01 2.1332860e-01 -9.4503798e-02 1.2607628e-01 1.9996256e-01 -7.5050682e-02 5.8060203e-02 5.0279158e-01 1.8739812e-01 1.2503774e-01
1.4335351e-01 -2.9502377e-01 -3.8342681e-02 5.8086263e-03 -1.1402620e-01 -5.2055409e-03 -8.1891634e-02 4.2722970e-02 -7.7132687e-02 1.7863993e-01 2.0150909e-01 1.6891232e-02 1.3275334e-01 1.8874634e-02 2.8817030e-02 8.6250640e-03
7.1131393e-02 -4.1808343e-01 4.5215458e-02 1.0117707e-01 -3.3641562e-02 4.8691413e-01 -1.0834561e-01 -1.9367039e-01 1.4983329e-01 4.8769891e-02 4.3030330e-03 1.3008392e-01 1.5738621e-01 -4.2082626e-01 -1.2134750e-01 -2.5115681e-01
