1 2.215399
2 1.081847
3 1.056048
4 1.459026
5 1.139906
6 1.256911
7 1.260054
8 1.262562
9 1.264601
10 1.266201
11 1.267523
12 1.268617
13 1.269475
14 1.270188
15 1.270747
